settlement_name,wikipedia_title,wikipedia_page_id,photo_url,photo_thumb_url,photo_width,photo_height,photo_source,photo_attribution,wikipedia_article_url,fetch_status,fetch_note
Áta,Áta,21049,https://upload.wikimedia.org/wikipedia/commons/2/2c/%C3%81ta%2C_iskolak%C3%A1polna_%C3%A9p%C3%BClete.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/%C3%81ta%2C_iskolak%C3%A1polna_%C3%A9p%C3%BClete.jpg/960px-%C3%81ta%2C_iskolak%C3%A1polna_%C3%A9p%C3%BClete.jpg,800,450,wikipedia,Wikipédia – Áta,https://hu.wikipedia.org/wiki/%C3%81ta,ok,
Csömend,Csömend,44176,https://upload.wikimedia.org/wikipedia/commons/a/ac/Cs%C3%B6mend%2C_r%C3%B3mai_katolikus_templom_2022_03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Cs%C3%B6mend%2C_r%C3%B3mai_katolikus_templom_2022_03.jpg/960px-Cs%C3%B6mend%2C_r%C3%B3mai_katolikus_templom_2022_03.jpg,800,1200,wikipedia,Wikipédia – Csömend,https://hu.wikipedia.org/wiki/Cs%C3%B6mend,ok,
Kerkafalva,Kerkafalva,22012,https://upload.wikimedia.org/wikipedia/commons/3/39/Kerkafalva_reform%C3%A1tus_templom_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Kerkafalva_reform%C3%A1tus_templom_01.jpg/960px-Kerkafalva_reform%C3%A1tus_templom_01.jpg,800,1200,wikipedia,Wikipédia – Kerkafalva,https://hu.wikipedia.org/wiki/Kerkafalva,ok,
Villány,Villány,77684,https://upload.wikimedia.org/wikipedia/commons/d/d2/HU_Vill%C3%A1ny_town-hall_001.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/HU_Vill%C3%A1ny_town-hall_001.jpg/960px-HU_Vill%C3%A1ny_town-hall_001.jpg,800,600,wikipedia,Wikipédia – Villány,https://hu.wikipedia.org/wiki/Vill%C3%A1ny,ok,
Megyaszó,Megyaszó,18419,https://upload.wikimedia.org/wikipedia/commons/a/aa/Megyaszo_03civertanlegi.jpg,https://upload.wikimedia.org/wikipedia/commons/a/aa/Megyaszo_03civertanlegi.jpg,732,1022,wikipedia,Wikipédia – Megyaszó,https://hu.wikipedia.org/wiki/Megyasz%C3%B3,ok,
Taktakenéz,Taktakenéz,44038,https://upload.wikimedia.org/wikipedia/commons/6/63/Borsod-Abauj.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,800,566,wikipedia,Wikipédia – Taktakenéz,https://hu.wikipedia.org/wiki/Taktaken%C3%A9z,ok,
Zámoly,Zámoly,44232,https://upload.wikimedia.org/wikipedia/commons/e/e6/Z%C3%A1moly%2C_r%C3%B3mai_katolikus_templom_2024_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Z%C3%A1moly%2C_r%C3%B3mai_katolikus_templom_2024_01.jpg/960px-Z%C3%A1moly%2C_r%C3%B3mai_katolikus_templom_2024_01.jpg,800,1200,wikipedia,Wikipédia – Zámoly,https://hu.wikipedia.org/wiki/Z%C3%A1moly,ok,
Alsódobsza,Alsódobsza,12068,https://upload.wikimedia.org/wikipedia/commons/8/8e/Reformed_Church_of_Als%C3%B3dobsza.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Reformed_Church_of_Als%C3%B3dobsza.jpg/960px-Reformed_Church_of_Als%C3%B3dobsza.jpg,800,1067,wikipedia,Wikipédia – Alsódobsza,https://hu.wikipedia.org/wiki/Als%C3%B3dobsza,ok,
Pácsony,Pácsony,45003,https://upload.wikimedia.org/wikipedia/commons/e/e3/P%C3%A1csony%2C_r%C3%B3mai_katolikus_templom_2025_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/P%C3%A1csony%2C_r%C3%B3mai_katolikus_templom_2025_02.jpg/960px-P%C3%A1csony%2C_r%C3%B3mai_katolikus_templom_2025_02.jpg,800,1200,wikipedia,Wikipédia – Pácsony,https://hu.wikipedia.org/wiki/P%C3%A1csony,ok,
Serényfalva,Serényfalva,44008,https://upload.wikimedia.org/wikipedia/commons/0/0d/Ser%C3%A9nyfalva%2C_r%C3%B3mai_katolikus_templom_2021_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Ser%C3%A9nyfalva%2C_r%C3%B3mai_katolikus_templom_2021_01.jpg/960px-Ser%C3%A9nyfalva%2C_r%C3%B3mai_katolikus_templom_2021_01.jpg,800,1200,wikipedia,Wikipédia – Serényfalva,https://hu.wikipedia.org/wiki/Ser%C3%A9nyfalva,ok,
Viszák,Viszák,45280,https://upload.wikimedia.org/wikipedia/commons/3/37/Visz%C3%A1k.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Visz%C3%A1k.JPG/960px-Visz%C3%A1k.JPG,800,600,wikipedia,Wikipédia – Viszák,https://hu.wikipedia.org/wiki/Visz%C3%A1k,ok,
Zánka,Zánka,43114,https://upload.wikimedia.org/wikipedia/commons/f/fc/Z%C3%A1nkai_reform%C3%A1tus_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Z%C3%A1nkai_reform%C3%A1tus_templom.jpg/960px-Z%C3%A1nkai_reform%C3%A1tus_templom.jpg,800,490,wikipedia,Wikipédia – Zánka,https://hu.wikipedia.org/wiki/Z%C3%A1nka,ok,
Szemenye,Szemenye,45205,https://upload.wikimedia.org/wikipedia/commons/e/e6/Szemenye%2C_r%C3%B3mai_katolikus_templom_2025_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Szemenye%2C_r%C3%B3mai_katolikus_templom_2025_02.jpg/960px-Szemenye%2C_r%C3%B3mai_katolikus_templom_2025_02.jpg,800,1200,wikipedia,Wikipédia – Szemenye,https://hu.wikipedia.org/wiki/Szemenye,ok,
Palotabozsok,Palotabozsok,43908,https://upload.wikimedia.org/wikipedia/commons/c/cd/Palotabozsok-K%C3%A1lv%C3%A1ria.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Palotabozsok-K%C3%A1lv%C3%A1ria.jpg/960px-Palotabozsok-K%C3%A1lv%C3%A1ria.jpg,800,534,wikipedia,Wikipédia – Palotabozsok,https://hu.wikipedia.org/wiki/Palotabozsok,ok,
Csertő,Csertő,43636,https://upload.wikimedia.org/wikipedia/commons/4/46/Csert%C5%91%2C_faluh%C3%A1z_a_Szabads%C3%A1g_utc%C3%A1ban.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Csert%C5%91%2C_faluh%C3%A1z_a_Szabads%C3%A1g_utc%C3%A1ban.jpg/960px-Csert%C5%91%2C_faluh%C3%A1z_a_Szabads%C3%A1g_utc%C3%A1ban.jpg,800,600,wikipedia,Wikipédia – Csertő,https://hu.wikipedia.org/wiki/Csert%C5%91,ok,
Kozármisleny,Kozármisleny,43861,https://upload.wikimedia.org/wikipedia/commons/6/6b/Reform%C3%A1tus_templom_Koz%C3%A1rmislenyben.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Reform%C3%A1tus_templom_Koz%C3%A1rmislenyben.jpg/960px-Reform%C3%A1tus_templom_Koz%C3%A1rmislenyben.jpg,800,450,wikipedia,Wikipédia – Kozármisleny,https://hu.wikipedia.org/wiki/Koz%C3%A1rmisleny,ok,
Gyúró,Gyúró,44190,https://upload.wikimedia.org/wikipedia/commons/8/8f/Gy%C3%BAr%C3%B3%2C_r%C3%B3mai_katolikus_templom_2021_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Gy%C3%BAr%C3%B3%2C_r%C3%B3mai_katolikus_templom_2021_01.jpg/960px-Gy%C3%BAr%C3%B3%2C_r%C3%B3mai_katolikus_templom_2021_01.jpg,800,1200,wikipedia,Wikipédia – Gyúró,https://hu.wikipedia.org/wiki/Gy%C3%BAr%C3%B3,ok,
Ramocsa,Ramocsa,45026,https://upload.wikimedia.org/wikipedia/commons/c/c3/Ramocsa_harangl%C3%A1b.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Ramocsa_harangl%C3%A1b.jpg/960px-Ramocsa_harangl%C3%A1b.jpg,800,1067,wikipedia,Wikipédia – Ramocsa,https://hu.wikipedia.org/wiki/Ramocsa,ok,
Aszód,Aszód,28655,https://upload.wikimedia.org/wikipedia/commons/5/50/Podmaniczky_Mansion%2C_aerial_photo%2C_Asz%C3%B3d.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Podmaniczky_Mansion%2C_aerial_photo%2C_Asz%C3%B3d.jpg/960px-Podmaniczky_Mansion%2C_aerial_photo%2C_Asz%C3%B3d.jpg,800,564,wikipedia,Wikipédia – Aszód,https://hu.wikipedia.org/wiki/Asz%C3%B3d,ok,
Somogyjád,Somogyjád,45084,https://upload.wikimedia.org/wikipedia/commons/c/c7/Somogyj%C3%A1d%2C_K%C3%A1lvin_utca_a_reform%C3%A1tus_templommal_2023_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Somogyj%C3%A1d%2C_K%C3%A1lvin_utca_a_reform%C3%A1tus_templommal_2023_01.jpg/960px-Somogyj%C3%A1d%2C_K%C3%A1lvin_utca_a_reform%C3%A1tus_templommal_2023_01.jpg,800,533,wikipedia,Wikipédia – Somogyjád,https://hu.wikipedia.org/wiki/Somogyj%C3%A1d,ok,
Szenta,Szenta,45211,https://upload.wikimedia.org/wikipedia/commons/8/82/Szenta%2C_reform%C3%A1tus_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Szenta%2C_reform%C3%A1tus_templom.jpg/960px-Szenta%2C_reform%C3%A1tus_templom.jpg,800,600,wikipedia,Wikipédia – Szenta,https://hu.wikipedia.org/wiki/Szenta,ok,
Dozmat,Dozmat,27872,https://upload.wikimedia.org/wikipedia/commons/6/6c/Dozmat%2C_r%C3%B3mai_katolikus_templom_2024_04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Dozmat%2C_r%C3%B3mai_katolikus_templom_2024_04.jpg/960px-Dozmat%2C_r%C3%B3mai_katolikus_templom_2024_04.jpg,800,533,wikipedia,Wikipédia – Dozmat,https://hu.wikipedia.org/wiki/Dozmat,ok,
Lenti,Lenti,21250,https://upload.wikimedia.org/wikipedia/commons/8/84/Saint_Michael_Church_Lenti_06.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Saint_Michael_Church_Lenti_06.jpg/960px-Saint_Michael_Church_Lenti_06.jpg,800,1108,wikipedia,Wikipédia – Lenti,https://hu.wikipedia.org/wiki/Lenti,ok,
Őrhalom,Őrhalom,43477,https://upload.wikimedia.org/wikipedia/commons/2/21/%C5%90rhalom06.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/%C5%90rhalom06.JPG/960px-%C5%90rhalom06.JPG,800,600,wikipedia,Wikipédia – Őrhalom,https://hu.wikipedia.org/wiki/%C5%90rhalom,ok,
Bejcgyertyános,Bejcgyertyános,28600,https://upload.wikimedia.org/wikipedia/commons/1/1a/Vas-Landscape04.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Vas-Landscape04.JPG/960px-Vas-Landscape04.JPG,800,600,wikipedia,Wikipédia – Bejcgyertyános,https://hu.wikipedia.org/wiki/Bejcgyerty%C3%A1nos,ok,
Bénye,Bénye,30471,https://upload.wikimedia.org/wikipedia/commons/1/16/Evang%C3%A9likus_templom%2C_2008_B%C3%A9nye.jpg,https://upload.wikimedia.org/wikipedia/commons/1/16/Evang%C3%A9likus_templom%2C_2008_B%C3%A9nye.jpg,655,760,wikipedia,Wikipédia – Bénye,https://hu.wikipedia.org/wiki/B%C3%A9nye,ok,
Drávasztára,Drávasztára,43728,https://upload.wikimedia.org/wikipedia/commons/9/94/Dr%C3%A1vaszt%C3%A1ra_r%C3%B3mai_katolikus_temploma.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Dr%C3%A1vaszt%C3%A1ra_r%C3%B3mai_katolikus_temploma.jpg/960px-Dr%C3%A1vaszt%C3%A1ra_r%C3%B3mai_katolikus_temploma.jpg,800,1195,wikipedia,Wikipédia – Drávasztára,https://hu.wikipedia.org/wiki/Dr%C3%A1vaszt%C3%A1ra,ok,
Egerág,Egerág,43730,https://upload.wikimedia.org/wikipedia/commons/8/8f/Eger%C3%A1g%2C_Pozsony_utca.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Eger%C3%A1g%2C_Pozsony_utca.jpg/960px-Eger%C3%A1g%2C_Pozsony_utca.jpg,800,450,wikipedia,Wikipédia – Egerág,https://hu.wikipedia.org/wiki/Eger%C3%A1g,ok,
Csököly,Csököly,44174,https://upload.wikimedia.org/wikipedia/commons/d/d4/Szennai_skanzen5.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Szennai_skanzen5.jpg/960px-Szennai_skanzen5.jpg,800,600,wikipedia,Wikipédia – Csököly,https://hu.wikipedia.org/wiki/Cs%C3%B6k%C3%B6ly,ok,
Nyirád,Nyirád,30786,https://upload.wikimedia.org/wikipedia/commons/1/11/Kis_euro_rx_of_hungary_2022.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Kis_euro_rx_of_hungary_2022.jpg/960px-Kis_euro_rx_of_hungary_2022.jpg,800,533,wikipedia,Wikipédia – Nyirád,https://hu.wikipedia.org/wiki/Nyir%C3%A1d,ok,
Erdőtarcsa,Erdőtarcsa,44579,https://upload.wikimedia.org/wikipedia/commons/c/c6/Erd%C5%91tarcsa%2C_r%C3%B3mai_katolikus_templom_2024_03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Erd%C5%91tarcsa%2C_r%C3%B3mai_katolikus_templom_2024_03.jpg/960px-Erd%C5%91tarcsa%2C_r%C3%B3mai_katolikus_templom_2024_03.jpg,800,1200,wikipedia,Wikipédia – Erdőtarcsa,https://hu.wikipedia.org/wiki/Erd%C5%91tarcsa,ok,
Sóly,Sóly,43148,https://upload.wikimedia.org/wikipedia/commons/2/2e/S%C3%B3ly_reform%C3%A1tus_temploma.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/S%C3%B3ly_reform%C3%A1tus_temploma.jpg/960px-S%C3%B3ly_reform%C3%A1tus_temploma.jpg,800,564,wikipedia,Wikipédia – Sóly,https://hu.wikipedia.org/wiki/S%C3%B3ly,ok,
Zákány,Zákány,45305,https://upload.wikimedia.org/wikipedia/commons/8/87/Gyekenyes_111211.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Gyekenyes_111211.jpg/960px-Gyekenyes_111211.jpg,800,533,wikipedia,Wikipédia – Zákány,https://hu.wikipedia.org/wiki/Z%C3%A1k%C3%A1ny,ok,
Osztopán,Osztopán,23820,https://upload.wikimedia.org/wikipedia/commons/e/e2/Osztop%C3%A1n%2C_r%C3%B3mai_katolikus_templom_2022_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Osztop%C3%A1n%2C_r%C3%B3mai_katolikus_templom_2022_01.jpg/960px-Osztop%C3%A1n%2C_r%C3%B3mai_katolikus_templom_2022_01.jpg,800,1200,wikipedia,Wikipédia – Osztopán,https://hu.wikipedia.org/wiki/Osztop%C3%A1n,ok,
Somogyaszaló,Somogyaszaló,45072,https://upload.wikimedia.org/wikipedia/commons/a/a8/Reform%C3%A1tus_templom_Somogyaszal%C3%B3.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Reform%C3%A1tus_templom_Somogyaszal%C3%B3.JPG/960px-Reform%C3%A1tus_templom_Somogyaszal%C3%B3.JPG,800,600,wikipedia,Wikipédia – Somogyaszaló,https://hu.wikipedia.org/wiki/Somogyaszal%C3%B3,ok,
Homokbödöge,Homokbödöge,43059,https://upload.wikimedia.org/wikipedia/commons/1/17/Homokb%C3%B6d%C3%B6ge%2C_k%C3%B6zs%C3%A9gh%C3%A1za_%C3%A9s_evang%C3%A9likus_templom_2021_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Homokb%C3%B6d%C3%B6ge%2C_k%C3%B6zs%C3%A9gh%C3%A1za_%C3%A9s_evang%C3%A9likus_templom_2021_01.jpg/960px-Homokb%C3%B6d%C3%B6ge%2C_k%C3%B6zs%C3%A9gh%C3%A1za_%C3%A9s_evang%C3%A9likus_templom_2021_01.jpg,800,533,wikipedia,Wikipédia – Homokbödöge,https://hu.wikipedia.org/wiki/Homokb%C3%B6d%C3%B6ge,ok,
Érd,Érd,7013,https://upload.wikimedia.org/wikipedia/commons/4/4c/%C3%89rd%2C_Kakukk-hegyi_panor%C3%A1ma.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/%C3%89rd%2C_Kakukk-hegyi_panor%C3%A1ma.jpg/960px-%C3%89rd%2C_Kakukk-hegyi_panor%C3%A1ma.jpg,800,409,wikipedia,Wikipédia – Érd,https://hu.wikipedia.org/wiki/%C3%89rd,ok,
Pákozd,Pákozd,44208,https://upload.wikimedia.org/wikipedia/commons/3/3b/P%C3%A1kozd%2C_r%C3%B3mai_katolikus_templom_2022_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/P%C3%A1kozd%2C_r%C3%B3mai_katolikus_templom_2022_01.jpg/960px-P%C3%A1kozd%2C_r%C3%B3mai_katolikus_templom_2022_01.jpg,800,1200,wikipedia,Wikipédia – Pákozd,https://hu.wikipedia.org/wiki/P%C3%A1kozd,ok,
Sormás,Sormás,45096,https://upload.wikimedia.org/wikipedia/commons/d/d5/Sorm%C3%A1si_Szent_R%C3%B3kus_templom_02.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Sorm%C3%A1si_Szent_R%C3%B3kus_templom_02.JPG/960px-Sorm%C3%A1si_Szent_R%C3%B3kus_templom_02.JPG,800,533,wikipedia,Wikipédia – Sormás,https://hu.wikipedia.org/wiki/Sorm%C3%A1s,ok,
Kám,Kám,960341,,,,,wikipedia,Wikipédia – Kám,https://hu.wikipedia.org/wiki/K%C3%A1m,no_image,Nincs kép a Wikipedia oldalon
Nikla,Nikla,43417,https://upload.wikimedia.org/wikipedia/commons/3/30/R._k._templom_%288041._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/R._k._templom_%288041._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29.jpg/960px-R._k._templom_%288041._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29.jpg,800,1067,wikipedia,Wikipédia – Nikla,https://hu.wikipedia.org/wiki/Nikla,ok,
Sósvertike,Sósvertike,43942,https://upload.wikimedia.org/wikipedia/commons/1/1d/S%C3%B3svertike_falur%C3%A9szlet_k%C3%B6dben.JPG,https://upload.wikimedia.org/wikipedia/commons/1/1d/S%C3%B3svertike_falur%C3%A9szlet_k%C3%B6dben.JPG,315,420,wikipedia,Wikipédia – Sósvertike,https://hu.wikipedia.org/wiki/S%C3%B3svertike,ok,
Felsőrajk,Felsőrajk,44587,https://upload.wikimedia.org/wikipedia/commons/d/d0/Fels%C5%91rajk%2C_r%C3%B3mai_katolikus_templom_2021_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Fels%C5%91rajk%2C_r%C3%B3mai_katolikus_templom_2021_02.jpg/960px-Fels%C5%91rajk%2C_r%C3%B3mai_katolikus_templom_2021_02.jpg,800,1200,wikipedia,Wikipédia – Felsőrajk,https://hu.wikipedia.org/wiki/Fels%C5%91rajk,ok,
Őrimagyarósd,Őrimagyarósd,43481,https://upload.wikimedia.org/wikipedia/commons/b/b8/%C5%90rimagyar%C3%B3sd1.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b8/%C5%90rimagyar%C3%B3sd1.jpg,600,800,wikipedia,Wikipédia – Őrimagyarósd,https://hu.wikipedia.org/wiki/%C5%90rimagyar%C3%B3sd,ok,
Rinyakovácsi,Rinyakovácsi,45042,https://upload.wikimedia.org/wikipedia/commons/4/4c/Szennai_skanzen2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Szennai_skanzen2.jpg/960px-Szennai_skanzen2.jpg,800,600,wikipedia,Wikipédia – Rinyakovácsi,https://hu.wikipedia.org/wiki/Rinyakov%C3%A1csi,ok,
Kálmáncsa,Kálmáncsa,43097,https://upload.wikimedia.org/wikipedia/commons/9/97/K%C3%A1lm%C3%A1ncsai_reform%C3%A1tus_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/K%C3%A1lm%C3%A1ncsai_reform%C3%A1tus_templom.jpg,738,553,wikipedia,Wikipédia – Kálmáncsa,https://hu.wikipedia.org/wiki/K%C3%A1lm%C3%A1ncsa,ok,
Szigliget,Szigliget,43147,https://upload.wikimedia.org/wikipedia/commons/b/ba/Hungary%2C_Szigliget_5.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Hungary%2C_Szigliget_5.jpg/960px-Hungary%2C_Szigliget_5.jpg,800,533,wikipedia,Wikipédia – Szigliget,https://hu.wikipedia.org/wiki/Szigliget,ok,
Balatonfűzfő,Balatonfűzfő,28829,https://upload.wikimedia.org/wikipedia/commons/1/1f/Csillagvizsg%C3%A1l%C3%B31_300dpi_cmyk.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Csillagvizsg%C3%A1l%C3%B31_300dpi_cmyk.jpg/960px-Csillagvizsg%C3%A1l%C3%B31_300dpi_cmyk.jpg,800,508,wikipedia,Wikipédia – Balatonfűzfő,https://hu.wikipedia.org/wiki/Balatonf%C5%B1zf%C5%91,ok,
Bakonygyirót,Bakonygyirót,28702,https://upload.wikimedia.org/wikipedia/commons/4/40/Bakonygyir%C3%B3t%2C_B%C3%A9ke_f%C5%91t%C3%A9r.jpg,https://upload.wikimedia.org/wikipedia/commons/4/40/Bakonygyir%C3%B3t%2C_B%C3%A9ke_f%C5%91t%C3%A9r.jpg,640,480,wikipedia,Wikipédia – Bakonygyirót,https://hu.wikipedia.org/wiki/Bakonygyir%C3%B3t,ok,
Vérteskethely,Vérteskethely,44540,https://upload.wikimedia.org/wikipedia/commons/8/86/V%C3%A9rteskethely_-_Katolikus_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/V%C3%A9rteskethely_-_Katolikus_templom.jpg/960px-V%C3%A9rteskethely_-_Katolikus_templom.jpg,800,1446,wikipedia,Wikipédia – Vérteskethely,https://hu.wikipedia.org/wiki/V%C3%A9rteskethely,ok,
Nagytótfalu,Nagytótfalu,43389,https://upload.wikimedia.org/wikipedia/commons/7/78/Nagyt%C3%B3tfalu%2C_Kossuth_Lajos_utcak%C3%A9p.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Nagyt%C3%B3tfalu%2C_Kossuth_Lajos_utcak%C3%A9p.jpg/960px-Nagyt%C3%B3tfalu%2C_Kossuth_Lajos_utcak%C3%A9p.jpg,800,600,wikipedia,Wikipédia – Nagytótfalu,https://hu.wikipedia.org/wiki/Nagyt%C3%B3tfalu,ok,
Murakeresztúr,Murakeresztúr,42855,https://upload.wikimedia.org/wikipedia/commons/5/54/Hat%C3%A1rh%C3%ADd_a_Mura_foly%C3%B3n_-_panoramio.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Hat%C3%A1rh%C3%ADd_a_Mura_foly%C3%B3n_-_panoramio.jpg/960px-Hat%C3%A1rh%C3%ADd_a_Mura_foly%C3%B3n_-_panoramio.jpg,800,449,wikipedia,Wikipédia – Murakeresztúr,https://hu.wikipedia.org/wiki/Murakereszt%C3%BAr,ok,
Nagyharsány,Nagyharsány,21418,https://upload.wikimedia.org/wikipedia/commons/f/f2/Reform%C3%A1tus_templom%2C_Kossuth_Lajos_t%C3%A9r%2C_Nagyhars%C3%A1ny_-_2014.08.06_%2825%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Reform%C3%A1tus_templom%2C_Kossuth_Lajos_t%C3%A9r%2C_Nagyhars%C3%A1ny_-_2014.08.06_%2825%29.jpg/960px-Reform%C3%A1tus_templom%2C_Kossuth_Lajos_t%C3%A9r%2C_Nagyhars%C3%A1ny_-_2014.08.06_%2825%29.jpg,800,600,wikipedia,Wikipédia – Nagyharsány,https://hu.wikipedia.org/wiki/Nagyhars%C3%A1ny,ok,
Fót,Fót,22289,https://upload.wikimedia.org/wikipedia/commons/d/d7/R%C3%B3mai_katolikus_templom_%287024._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/R%C3%B3mai_katolikus_templom_%287024._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29_2.jpg/960px-R%C3%B3mai_katolikus_templom_%287024._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29_2.jpg,800,536,wikipedia,Wikipédia – Fót,https://hu.wikipedia.org/wiki/F%C3%B3t,ok,
Felsőregmec,Felsőregmec,13592,https://upload.wikimedia.org/wikipedia/commons/2/2e/FelsoregmecFotoThalerTamasDSC06371s.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/FelsoregmecFotoThalerTamasDSC06371s.jpg/960px-FelsoregmecFotoThalerTamasDSC06371s.jpg,800,807,wikipedia,Wikipédia – Felsőregmec,https://hu.wikipedia.org/wiki/Fels%C5%91regmec,ok,
Oroszlány,Oroszlány,43512,https://upload.wikimedia.org/wikipedia/commons/5/59/Hungary_Komaron-Esztergom_district_Oroszlany_IMG_7981_from_north.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Hungary_Komaron-Esztergom_district_Oroszlany_IMG_7981_from_north.JPG/960px-Hungary_Komaron-Esztergom_district_Oroszlany_IMG_7981_from_north.JPG,800,1203,wikipedia,Wikipédia – Oroszlány,https://hu.wikipedia.org/wiki/Oroszl%C3%A1ny,ok,
Noszlop,Noszlop,43241,https://upload.wikimedia.org/wikipedia/commons/6/6c/Noszlop_l%C3%A9gifot%C3%B3.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6c/Noszlop_l%C3%A9gifot%C3%B3.jpg,480,340,wikipedia,Wikipédia – Noszlop,https://hu.wikipedia.org/wiki/Noszlop,ok,
Egervölgy,Egervölgy,44566,https://upload.wikimedia.org/wikipedia/commons/1/12/Egerv%C3%B6lgy%2C_r%C3%B3mai_katolikus_templom_2025_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Egerv%C3%B6lgy%2C_r%C3%B3mai_katolikus_templom_2025_02.jpg/960px-Egerv%C3%B6lgy%2C_r%C3%B3mai_katolikus_templom_2025_02.jpg,800,1200,wikipedia,Wikipédia – Egervölgy,https://hu.wikipedia.org/wiki/Egerv%C3%B6lgy,ok,
Szőkéd,Szőkéd,43958,https://upload.wikimedia.org/wikipedia/commons/0/01/Sz%C5%91k%C3%A9d%2C_Sz%C3%A9chenyi_utca_r%C3%A9szlete.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Sz%C5%91k%C3%A9d%2C_Sz%C3%A9chenyi_utca_r%C3%A9szlete.jpg/960px-Sz%C5%91k%C3%A9d%2C_Sz%C3%A9chenyi_utca_r%C3%A9szlete.jpg,800,450,wikipedia,Wikipédia – Szőkéd,https://hu.wikipedia.org/wiki/Sz%C5%91k%C3%A9d,ok,
