settlement_name,map_type,photo_thumb_url,wikipedia_article_url
Györgytarló,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/Gy%C3%B6rgytarl%C3%B3
Szergény,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Vas_location_map.PNG/960px-Vas_location_map.PNG,https://hu.wikipedia.org/wiki/Szerg%C3%A9ny
Szorgalmatos,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Szorgalmatos
Tisztaberek,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Tisztaberek
Hetefejércse,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Hetefej%C3%A9rcse
Panyola,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Panyola
Egeralja,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Egeralja
Botpalád,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Botpal%C3%A1d
Császló,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Cs%C3%A1szl%C3%B3
Ibrány,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Ibr%C3%A1ny
Méhtelek,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/M%C3%A9htelek
Alsóberecki,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/Als%C3%B3berecki
Fülpösdaróc,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/F%C3%BClp%C3%B6sdar%C3%B3c
Nagyrozvágy,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/Nagyrozv%C3%A1gy
Darnó,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Darn%C3%B3
Nagykamarás,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/Nagykamar%C3%A1s
Sarkadkeresztúr,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/Sarkadkereszt%C3%BAr
Nemesgörzsöny,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Nemesg%C3%B6rzs%C3%B6ny
Magosliget,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Magosliget
Mánd,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/M%C3%A1nd
Fülesd,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/F%C3%BClesd
Kérsemjén,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/K%C3%A9rsemj%C3%A9n
Nábrád,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/N%C3%A1br%C3%A1d
Végegyháza,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/V%C3%A9gegyh%C3%A1za
Nagyacsád,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Nagyacs%C3%A1d
Szamoskér,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Szamosk%C3%A9r
Géberjén,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/G%C3%A9berj%C3%A9n
Gégény,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/G%C3%A9g%C3%A9ny
Gyöngyfa,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Gy%C3%B6ngyfa
Almáskamarás,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/Alm%C3%A1skamar%C3%A1s
Kisszekeres,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Kisszekeres
Bánfa,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/B%C3%A1nfa
Hermánszeg,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Herm%C3%A1nszeg
Katádfa,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Kat%C3%A1dfa
Ebes,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Hajdu-Bihar_location_map.PNG/960px-Hajdu-Bihar_location_map.PNG,https://hu.wikipedia.org/wiki/Ebes
Tiszacsermely,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/Tiszacsermely
Pitvaros,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Csongrad_location_map.svg/960px-Csongrad_location_map.svg.png,https://hu.wikipedia.org/wiki/Pitvaros
Tiszatelek,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Tiszatelek
Kevermes,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/Kevermes
Pusztaottlaka,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/Pusztaottlaka
Dunatetétlen,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/Dunatet%C3%A9tlen
Tiszajenő,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Jasz-Nagykun-Szolnok_location_map.svg/960px-Jasz-Nagykun-Szolnok_location_map.svg.png,https://hu.wikipedia.org/wiki/Tiszajen%C5%91
Telekgerendás,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/Telekgerend%C3%A1s
Tiszatenyő,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Jasz-Nagykun-Szolnok_location_map.svg/960px-Jasz-Nagykun-Szolnok_location_map.svg.png,https://hu.wikipedia.org/wiki/Tiszateny%C5%91
Tiszakarád,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/Tiszakar%C3%A1d
Medgyesbodzás,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/Medgyesbodz%C3%A1s
Gerendás,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/Gerend%C3%A1s
Kisdombegyház,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/Kisdombegyh%C3%A1z
Nagyér,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Csongrad_location_map.svg/960px-Csongrad_location_map.svg.png,https://hu.wikipedia.org/wiki/Nagy%C3%A9r
Dombegyház,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/Dombegyh%C3%A1z
Újsolt,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/%C3%9Ajsolt
Újdombrád,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/%C3%9Ajdombr%C3%A1d
Magyardombegyház,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/Magyardombegyh%C3%A1z
Tyukod,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Tyukod
Örménykút,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/%C3%96rm%C3%A9nyk%C3%BAt
Kétsoprony,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/K%C3%A9tsoprony
Magyarbánhegyes,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/Magyarb%C3%A1nhegyes
Királyhegyes,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Csongrad_location_map.svg/960px-Csongrad_location_map.svg.png,https://hu.wikipedia.org/wiki/Kir%C3%A1lyhegyes
Pusztaföldvár,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/Pusztaf%C3%B6ldv%C3%A1r
Kardoskút,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/Kardosk%C3%BAt
Ura,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Ura
